order_id,order_date,supplier_id,product_id,category,quantity,unit_price,total_amount,promised_delivery_date,actual_delivery_date,promised_lead_days,actual_lead_days,days_late,on_time_flag,status
PO-11447,2026-02-27,SUP-016,PRD-023,Finishes,80,91.12,7289.6,2026-03-04,2026-03-07,5,8,3,0,Delivered
PO-11452,2024-12-27,SUP-010,PRD-014,Electrical,74,192.7,14259.8,2025-01-03,2025-01-03,7,7,0,1,Delivered
PO-11454,2024-06-11,SUP-011,PRD-035,Electrical,57,210.86,12019.02,2024-06-24,2024-06-24,13,13,0,1,Delivered
PO-11456,2024-01-19,SUP-010,PRD-018,Electrical,49,28.58,1400.42,2024-01-27,2024-01-30,8,11,3,0,Delivered
PO-11458,2025/08/29,SUP-025,PRD-030,Safety,9,63.49,571.41,08/09/2025,2025-09-07,10,9,0,1,Delivered
PO-11463,2025-08-27,SUP-001,PRD-005,Structural,40,57.66,2306.4,2025-09-05,,9,,,,Pending
PO-11467,2026-02-17,SUP-013,PRD-019,Plumbing,57,37.62,2144.34,02-24-2026,2026-02-25,7,8,1,0,Delivered
PO-11470,2026-02-13,SUP-011,PRD-018,Electrical,57,30.41,1733.37,25/02/2026,2026-02-27,12,14,2,0,Delivered
PO-11474,2024-02-06,SUP-005,PRD-009,Concrete,35,208.2,7287.0,2024-02-12,2024-02-11,6,5,0,1,Delivered
PO-11478,2025-01-17,SUP-002,PRD-002,Structural,38,277.94,10561.72,2025-01-24,2025-01-23,7,6,0,1,Delivered
PO-11479,2025/03/07,SUP-016,PRD-031,Finishes,65,91.44,5943.6,2025-03-12,,5,,,,Cancelled
PO-11480,2025-12-05,SUP-005,PRD-008,Concrete,63,18.72,1179.36,2025-12-13,2025-12-14,8,9,1,0,Delivered
PO-11484,2024-09-26,SUP-020,PRD-029,Safety,38,42.11,1600.18,2024-10-01,,5,,,,Pending
PO-11488,04/03/2024,SUP-006,PRD-011,Concrete,21,37.56,788.76,2024-03-12,2024-03-12,8,8,0,1,Delivered
PO-11489,2025-12-01,SUP-016,PRD-031,Finishes,62,88.89,5511.18,2025-12-09,2025-12-10,8,9,1,0,Delivered
PO-11493,2024-03-06,SUP-017,PRD-031,Finishes,21,97.1,2039.1,2024-03-21,2024-03-21,15,15,0,1,Delivered
PO-11497,2024-09-10,SUP-007,PRD-036,Concrete,39,99.17,3867.63,2024-09-21,,11,,,,Pending
PO-11502,2025-11-13,SUP-011,PRD-018,Electrical,4,27.57,110.28,2025-11-23,2025-11-28,10,15,5,0,Delivered
PO-11505,2024-09-19,SUP-025,PRD-037,Safety,45,60.26,2711.7,03-10-2024,2024-10-08,14,19,5,0,Delivered
PO-11506,2025-01-01,SUP-001,PRD-007,Structural,63,323.91,20406.33,2025-01-06,,5,,,,Cancelled
PO-11511,25/10/2024,SUP-025,PRD-030,Safety,3,64.66,193.98,2024-11-04,2024-11-04,10,10,0,1,Delivered
PO-11513,2025-01-02,SUP-020,PRD-027,Safety,20,187.44,3748.8,2025-01-09,2025-01-10,7,8,1,0,Delivered
PO-11514,2025-12-29,SUP-016,PRD-024,Finishes,52,-44.26,2301.52,2026-01-05,,7,,,,Cancelled
PO-11519,2025-05-13,SUP-017,PRD-023,Finishes,67,93.17,6242.39,2025-05-26,2025-05-26,13,13,0,1,Delivered
PO-11524,2024-09-20,SUP-003,PRD-007,Structural,46,323.64,14887.44,2024-09-28,,8,,,,Cancelled
PO-11526,2025-05-05,SUP-021,PRD-037,Safety,51,60.21,3070.71,2025-05-16,,11,,,,Cancelled
PO-11528,2025-06-12,SUP-009,PRD-035,Electrical,27,193.23,5217.21,2025-06-20,2025-06-19,8,7,0,1,Delivered
PO-11529,2024-10-24,SUP-011,PRD-035,Electrical,66,189.96,12537.36,2024-11-04,,11,,,,Pending
PO-11532,2025-10-21,SUP-022,PRD-005,Structural,67,57.67,3863.89,11-01-2025,2025-11-06,11,16,5,0,Delivered
PO-11533,2025-10-17,SUP-016,PRD-039,Finishes,23,53.25,1224.75,2025-10-22,2025-10-22,5,5,0,1,Delivered
PO-11537,2025-09-11,SUP-002,PRD-006,Structural,17,43.65,742.05,2025-09-18,2025-09-19,7,8,1,0,Delivered
PO-11542,2024-05-20,SUP-011,PRD-035,Electrical,33,192.99,6368.67,2024-06-02,2024-06-02,13,13,0,1,Delivered
PO-11546,2026-03-05,SUP-018,PRD-025,Finishes,3,15.81,47.43,21-03-2026,2026-03-24,16,19,3,0,Delivered
PO-11547,2024-11-22,SUP-002,PRD-001,Structural,68,335.39,22806.52,2024-12-02,,10,,,,Cancelled
PO-11550,2024-01-04,SUP-024,PRD-018,Electrical,59,31.11,1835.49,2024-01-21,,17,,,,Pending
PO-11554,2025-10-13,SUP-009,PRD-014,Electrical,18,198.2,3567.6,2025-10-22,,9,,,,Pending
PO-11556,2024-01-16,SUP-018,PRD-025,Finishes,40,15.84,633.6,2024-02-02,2024-02-16,17,31,14,0,Delivered
PO-11557,2024-02-01,SUP-019,PRD-037,Safety,2,55.64,111.28,08/02/2024,,7,,,,Pending
PO-11562,2025-12-12,SUP-007,PRD-010,Concrete,75,23.26,1744.5,2025-12-24,2025-12-26,12,14,2,0,Delivered
PO-11565,2025-01-15,SUP-008,PRD-036,Concrete,9,97.4,876.6,2025-01-28,2025-01-27,13,12,0,1,Delivered
PO-11570,2025-10-15,SUP-024,PRD-017,Electrical,58,76.31,4425.98,2025-11-05,2025-11-08,21,24,3,0,Delivered
PO-11574,05/04/2024,SUP-019,PRD-029,Safety,22,43.94,966.68,2024-04-13,,8,,,,Pending
PO-11577,2024-01-26,SUP-005,PRD-010,Concrete,40,22.01,880.4,02/02/2024,,7,,,,Pending
PO-11580,2024-07-09,SUP-025,PRD-026,Safety,10,34.66,346.6,2024-07-19,,10,,,,Pending
PO-11585,2024-04-10,SUP-023,PRD-013,Concrete,59,18.26,1077.34,2024-04-29,,19,,,,Pending
PO-11589,2024-10-08,SUP-004,PRD-005,Structural,23,58.41,1343.43,2024-10-23,,15,,,,Cancelled
PO-11590,2024-06-13,SUP-018,PRD-039,Finishes,68,51.86,3526.48,2024-06-29,2024-07-20,16,37,21,0,Delivered
PO-11593,2025-10-22,SUP-023,PRD-011,Concrete,79,39.14,3092.06,2025-11-07,2025-11-21,16,30,14,0,Delivered
PO-11598,23-09-2024,SUP-009,PRD-014,Electrical,38,193.07,7336.66,2024-09-28,2024-09-28,5,5,0,1,Delivered
PO-11601,2024-05-30,SUP-019,PRD-030,Safety,20,65.58,1311.6,2024-06-07,2024-06-06,8,7,0,1,Delivered
PO-11603,2025-02-11,SUP-017,PRD-023,Finishes,61,92.73,5656.53,23/02/2025,,12,,,,Cancelled
PO-11608,2025-07-31,SUP-023,PRD-013,Concrete,54,19.64,1060.56,17-08-2025,2025-08-20,17,20,3,0,Delivered
PO-11613,2026-03-05,SUP-017,PRD-023,Finishes,39,93.89,3661.71,2026-03-15,2026-03-20,10,15,5,0,Delivered
PO-11616,2025-12-10,SUP-023,PRD-036,Concrete,22,107.81,2371.82,2025-12-30,2026-01-02,20,23,3,0,Delivered
PO-11619,2026-01-12,SUP-023,PRD-012,Concrete,45,68.75,3093.75,30-01-2026,2026-02-13,18,32,14,0,Delivered
PO-11623,2026-03-11,SUP-009,PRD-035,Electrical,0,-199.41,0.0,17/03/2026,2026-03-17,6,6,0,1,Delivered
PO-11627,2025-03-18,SUP-019,PRD-026,Safety,17,32.15,546.55,2025-03-28,2025-03-28,10,10,0,1,Delivered
PO-11628,2024-04-02,SUP-010,PRD-017,Electrical,4,70.25,281.0,2024-04-07,2024-04-07,5,5,0,1,Delivered
PO-11630,2024-07-23,SUP-014,PRD-019,Plumbing,79,37.8,2986.2,2024-07-30,2024-07-30,7,7,0,1,Delivered
PO-11632,2025-03-28,SUP-020,PRD-027,Safety,10,182.95,1829.5,2025-04-06,,9,,,,Pending
PO-11633,2026-04-08,SUP-021,PRD-037,Safety,8,59.46,475.68,2026-04-18,,10,,,,Delivered
PO-11636,28/02/2025,SUP-002,PRD-001,Structural,70,-323.65,22655.5,2025-03-07,2025-03-10,7,10,3,0,Delivered
PO-11638,2026-03-26,SUP-013,PRD-020,Plumbing,41,41.34,1694.94,2026-04-01,2026-04-01,6,6,0,1,Delivered
PO-11641,2025-12-09,SUP-005,PRD-011,Concrete,8,39.43,315.44,2025-12-15,2025-12-18,6,9,3,0,Delivered
PO-11645,2025-04-24,SUP-001,PRD-001,Structural,10,331.13,3311.3,2025-05-02,2025-05-02,8,8,0,1,Delivered
PO-11646,2025-04-04,SUP-012,PRD-017,Electrical,54,68.56,3702.24,2025-04-20,2025-04-27,16,23,7,0,Delivered
PO-11651,2025-06-09,SUP-009,PRD-017,Electrical,26,-67.15,1745.9,2025-06-18,,9,,,,Pending
PO-11656,2024-08-09,SUP-014,PRD-040,Plumbing,33,34.64,1143.12,08-18-2024,,9,,,,Pending
PO-11659,2025-04-30,SUP-016,PRD-024,Finishes,45,45.02,2025.9,2025-05-08,,8,,,,Cancelled
PO-11664,2025-12-26,SUP-014,PRD-020,Plumbing,27,43.47,1173.69,2026-01-01,,6,,,,Cancelled
PO-11669,04-11-2025,SUP-024,PRD-016,Electrical,15,12.76,191.4,2025-04-30,2025-05-03,19,22,3,0,Delivered
PO-11673,2025-06-16,SUP-008,PRD-013,Concrete,50,18.44,922.0,2025-06-28,2025-07-03,12,17,5,0,Delivered
PO-11675,2024-09-04,SUP-023,PRD-036,Concrete,5,94.98,474.9,2024-09-22,2024-09-21,18,17,0,1,Delivered
PO-11677,2024-06-18,SUP-007,PRD-008,Concrete,19,18.86,358.34,2024-06-28,2024-07-03,10,15,5,0,Delivered
PO-11679,2026-02-25,SUP-017,PRD-023,Finishes,18,95.53,1719.54,2026-03-07,2026-03-07,10,10,0,1,Delivered
PO-11680,02/10/2025,SUP-016,PRD-039,Finishes,43,51.86,2229.98,10-09-2025,2025-10-10,7,8,1,0,Delivered
PO-11682,2025-09-08,SUP-015,PRD-034,Plumbing,51,40.57,2069.07,2025-09-18,2025-09-18,10,10,0,1,Delivered
PO-11687,15/08/2025,SUP-025,PRD-037,Safety,76,58.0,4408.0,2025-08-27,2025-08-29,12,14,2,0,Delivered
PO-11691,2025-04-17,SUP-011,PRD-018,Electrical,12,28.23,338.76,2025-04-27,2025-04-27,10,10,0,1,Delivered
PO-11695,2024-12-31,SUP-012,PRD-016,Electrical,24,12.73,305.52,2025-01-18,2025-01-21,18,21,3,0,Delivered
PO-11696,2025-10-21,SUP-005,PRD-008,Concrete,71,18.39,1305.69,2025-10-26,2025-10-26,5,5,0,1,Delivered
PO-11698,2025-08-22,SUP-023,PRD-010,Concrete,38,25.42,965.96,2025-09-07,2025-09-21,16,30,14,0,Delivered
PO-11703,2026-04-06,SUP-008,PRD-009,Concrete,28,216.65,6066.2,2026-04-17,,11,,,,Delivered
PO-11706,12-15-2025,SUP-015,PRD-022,Plumbing,73,116.87,8531.51,2025-12-26,2025-12-26,11,11,0,1,Delivered
PO-11709,10-09-2024,SUP-014,PRD-040,Plumbing,70,35.03,2452.1,2024-10-17,2024-10-18,8,9,1,0,Delivered
PO-11712,2025-04-15,SUP-018,PRD-039,Finishes,28,61.73,1728.44,2025-05-04,2025-05-25,19,40,21,0,Delivered
PO-11715,2024-03-06,SUP-022,PRD-003,Structural,79,46.51,3674.29,2024-03-16,2024-03-21,10,15,5,0,Delivered
PO-11716,2025-01-15,SUP-024,PRD-014,Electrical,54,204.32,11033.28,2025-02-01,2025-02-04,17,20,3,0,Delivered
PO-11718,2024-04-05,SUP-007,PRD-011,Concrete,22,39.84,876.48,2024-04-20,,15,,,,Pending
PO-11720,2025-01-09,SUP-015,PRD-020,Plumbing,74,45.54,3369.96,2025-01-23,,14,,,,Cancelled
PO-11723,2025-08-20,SUP-021,PRD-033,Safety,24,189.43,4546.32,03/09/2025,2025-09-08,14,19,5,0,Delivered
PO-11728,08/03/2024,SUP-019,PRD-029,Safety,70,42.02,2941.4,14/03/2024,,6,,,,Cancelled
PO-11733,2024-03-29,SUP-009,PRD-014,Electrical,43,196.7,8458.1,2024-04-07,2024-04-08,9,10,1,0,Delivered
PO-11737,2024-11-12,SUP-025,PRD-029,Safety,34,41.37,1406.58,2024-11-25,,13,,,,Cancelled
PO-11739,2025-08-29,SUP-013,PRD-022,Plumbing,23,124.64,2866.72,2025-09-05,2025-09-06,7,8,1,0,Delivered
PO-11740,2025-08-01,SUP-008,PRD-010,Concrete,6,23.89,143.34,2025-08-12,2025-08-12,11,11,0,1,Delivered
PO-11741,2024-11-20,SUP-012,PRD-014,Electrical,50,222.65,11132.5,2024-12-10,2024-12-09,20,19,0,1,Delivered
PO-11742,2024-10-07,SUP-005,PRD-009,Concrete,23,216.44,4978.12,2024-10-12,2024-10-13,5,6,1,0,Delivered
PO-11747,2024-11-25,SUP-013,PRD-020,Plumbing,43,41.67,1791.81,2024-12-01,2024-11-30,6,5,0,1,Delivered
PO-11750,2025-07-11,SUP-009,PRD-014,Electrical,78,197.92,15437.76,07-17-2025,,6,,,,Pending
PO-11754,2025-08-04,SUP-020,PRD-032,Safety,42,33.55,1409.1,2025-08-10,2025-08-10,6,6,0,1,Delivered
PO-11756,2025-02-19,SUP-019,PRD-029,Safety,17,42.07,715.19,2025-02-24,,5,,,,Pending
PO-11758,2024-04-29,SUP-005,PRD-009,Concrete,58,216.67,12566.86,2024-05-09,,10,,,,Cancelled
PO-11762,2025-07-10,SUP-009,PRD-015,Electrical,33,338.1,11157.3,2025-07-20,2025-07-20,10,10,0,1,Delivered
PO-11766,03-05-2025,SUP-008,PRD-013,Concrete,64,18.11,1159.04,2025-03-15,2025-03-14,10,9,0,1,Delivered
PO-11771,2025-11-28,SUP-006,PRD-012,Concrete,61,62.11,3788.71,2025-12-03,2025-12-03,5,5,0,1,Delivered
PO-11773,2024-08-21,SUP-013,PRD-021,Plumbing,62,55.6,3447.2,2024-08-29,2024-08-29,8,8,0,1,Delivered
PO-11777,2024-12-26,SUP-003,PRD-003,Structural,34,45.3,1540.2,2025-01-04,,9,,,,Pending
PO-11781,2024-06-18,SUP-005,PRD-008,Concrete,49,18.77,919.73,2024-06-27,,9,,,,Cancelled
PO-11786,2024-02-19,SUP-001,PRD-007,Structural,57,335.04,19097.28,2024-02-28,2024-02-28,9,9,0,1,Delivered
PO-11787,2025-07-11,SUP-015,PRD-020,Plumbing,48,44.19,2121.12,2025-07-22,,11,,,,Cancelled
PO-11789,08-08-2024,SUP-018,PRD-024,Finishes,13,50.0,650.0,2024-08-24,,16,,,,Pending
PO-11793,2024-05-14,SUP-014,PRD-040,Plumbing,70,35.91,2513.7,21/05/2024,2024-05-21,7,7,0,1,Delivered
PO-11794,2025-07-01,SUP-010,PRD-016,Electrical,52,-12.35,642.2,2025-07-11,2025-07-11,10,10,0,1,Delivered
PO-11799,2024-12-16,SUP-012,PRD-015,Electrical,19,339.83,6456.77,2025-01-02,2025-01-05,17,20,3,0,Delivered
PO-11801,2025-11-10,SUP-007,PRD-036,Concrete,15,102.87,1543.05,2025-11-23,2025-11-23,13,13,0,1,Delivered
PO-11803,2025-01-31,SUP-019,PRD-026,Safety,2,32.85,65.7,2025-02-05,2025-02-05,5,5,0,1,Delivered
PO-11806,2026-02-18,SUP-014,PRD-034,Plumbing,45,39.9,1795.5,2026-02-26,,8,,,,Cancelled
PO-11809,2025-11-07,SUP-004,PRD-007,Structural,19,311.47,5917.93,2025-11-22,,15,,,,Cancelled
PO-11813,2025-02-27,SUP-020,PRD-026,Safety,43,31.4,1350.2,2025-03-09,,10,,,,Cancelled
PO-11817,16/09/2025,SUP-003,PRD-007,Structural,14,330.05,4620.7,2025-09-24,2025-09-27,8,11,3,0,Delivered
PO-11822,2024-01-22,SUP-013,PRD-021,Plumbing,61,54.55,3327.55,2024-02-01,,10,,,,Cancelled
PO-11823,2024-03-15,SUP-019,PRD-028,Safety,37,17.92,663.04,2024-03-22,,7,,,,Cancelled
PO-11827,2024-03-05,SUP-021,PRD-029,Safety,78,41.09,3205.02,2024-03-19,,14,,,,Cancelled
PO-11832,2026-03-17,SUP-013,PRD-020,Plumbing,13,41.49,539.37,2026-03-24,2026-03-23,7,6,0,1,Delivered
PO-11835,2026-03-06,SUP-018,PRD-023,Finishes,70,88.77,6213.9,24/03/2026,2026-03-24,18,18,0,1,Delivered
PO-11840,2025-05-07,SUP-004,PRD-001,Structural,42,316.42,13289.64,2025-05-21,2025-05-26,14,19,5,0,Delivered
PO-11841,16-05-2025,SUP-024,PRD-035,Electrical,75,208.57,15642.75,2025-06-01,,16,,,,Cancelled
PO-11843,11-26-2025,SUP-006,PRD-013,Concrete,24,19.24,461.76,2025-12-06,,10,,,,Cancelled
PO-11847,07/10/2024,SUP-025,PRD-032,Safety,69,34.06,2350.14,2024-10-20,,13,,,,Cancelled
PO-11852,2026-01-02,SUP-003,PRD-038,Structural,19,48.52,921.88,2026-01-12,2026-01-12,10,10,0,1,Delivered
PO-11853,28-10-2024,SUP-016,PRD-024,Finishes,56,46.24,2589.44,2024-11-05,2024-11-08,8,11,3,0,Delivered
PO-11858,2025-07-11,SUP-017,PRD-024,Finishes,33,43.85,1447.05,2025-07-26,,15,,,,Cancelled
PO-11859,2025-10-15,SUP-025,PRD-030,Safety,49,63.15,3094.35,2025-10-30,,15,,,,Cancelled
PO-11864,2026-04-03,SUP-014,PRD-040,Plumbing,77,34.74,2674.98,2026-04-13,2026-04-12,10,9,0,1,Delivered
PO-11869,2024-06-04,SUP-019,PRD-033,Safety,69,187.63,12946.47,2024-06-13,,9,,,,Cancelled
PO-11871,2026-03-17,SUP-002,PRD-003,Structural,42,44.49,1868.58,2026-03-22,2026-03-22,5,5,0,1,Delivered
PO-11872,2026-03-27,SUP-017,PRD-025,Finishes,2,14.03,28.06,2026-04-10,2026-04-10,14,14,0,1,Delivered
PO-11875,2025-03-05,SUP-024,PRD-018,Electrical,14,31.24,437.36,2025-03-25,2025-03-25,20,20,0,1,Delivered
PO-11880,2025-03-28,SUP-017,PRD-025,Finishes,56,13.72,768.32,2025-04-08,2025-04-10,11,13,2,0,Delivered
PO-11884,2026-02-24,SUP-023,PRD-009,Concrete,36,251.76,9063.36,2026-03-12,2026-03-19,16,23,7,0,Delivered
PO-11886,2024-12-18,SUP-007,PRD-036,Concrete,79,95.21,7521.59,2024-12-31,,13,,,,Cancelled
PO-11889,2026-02-02,SUP-010,PRD-015,Electrical,50,356.51,17825.5,2026-02-09,2026-02-08,7,6,0,1,Delivered
PO-11893,2024-03-08,SUP-024,PRD-016,Electrical,14,14.09,197.26,2024-03-28,2024-03-31,20,23,3,0,Delivered
PO-11898,2025-03-28,SUP-014,PRD-034,Plumbing,67,39.14,2622.38,2025-04-03,,6,,,,Pending
PO-11901,25-08-2025,SUP-023,PRD-011,Concrete,58,45.47,2637.26,2025-09-15,2025-09-18,21,24,3,0,Delivered
PO-11903,2024-09-13,SUP-003,PRD-007,Structural,12,315.32,3783.84,2024-09-20,,7,,,,Pending
PO-11907,2025-11-10,SUP-004,PRD-003,Structural,70,47.73,3341.1,2025-11-23,,13,,,,Cancelled
PO-11910,2024-07-31,SUP-019,PRD-037,Safety,69,57.38,3959.22,08-06-2024,2024-08-06,6,6,0,1,Delivered
PO-11914,2024-05-20,SUP-003,PRD-004,Structural,17,85.03,1445.51,2024-05-29,2024-05-30,9,10,1,0,Delivered
PO-11917,2026-02-16,SUP-019,PRD-037,Safety,9,55.27,497.43,2026-02-25,2026-02-26,9,10,1,0,Delivered
PO-11921,2024-10-21,SUP-004,PRD-038,Structural,67,52.17,3495.39,2024-11-01,2024-10-31,11,10,0,1,Delivered
PO-11925,2024-11-06,SUP-012,PRD-015,Electrical,15,407.1,6106.5,2024-11-26,2024-12-10,20,34,14,0,Delivered
PO-11927,20-03-2024,SUP-009,PRD-015,Electrical,44,354.64,15604.16,28-03-2024,2024-03-28,8,8,0,1,Delivered
PO-11931,2025-03-27,SUP-020,PRD-032,Safety,51,31.65,1614.15,2025-04-04,2025-04-04,8,8,0,1,Delivered
PO-11933,2024-02-05,SUP-012,PRD-018,Electrical,63,28.63,1803.69,2024-02-26,2024-02-25,21,20,0,1,Delivered
PO-11936,2025-10-06,SUP-010,PRD-035,Electrical,15,200.67,3010.05,2025-10-14,,8,,,,Pending
PO-11940,2024-01-25,SUP-006,PRD-011,Concrete,13,39.54,514.02,2024-01-30,,5,,,,Cancelled
PO-11944,12/02/2024,,PRD-019,Plumbing,48,38.25,1836.0,2024-02-24,2024-02-24,12,12,0,1,Delivered
PO-11947,2024-07-05,SUP-014,PRD-034,Plumbing,34,39.76,1351.84,2024-07-10,2024-07-10,5,5,0,1,Delivered
PO-11949,2024-10-02,SUP-021,PRD-032,Safety,28,33.47,937.16,2024-10-13,,11,,,,Cancelled
PO-11951,2024-06-14,SUP-013,PRD-019,Plumbing,40,39.17,1566.8,2024-06-23,,9,,,,Cancelled
PO-11954,2026-01-20,SUP-017,PRD-025,Finishes,17,15.24,259.08,2026-02-02,,13,,,,Pending
PO-11956,2024-09-03,SUP-016,PRD-024,Finishes,65,46.26,3006.9,2024-09-13,2024-09-14,10,11,1,0,Delivered
PO-11960,2024-11-29,SUP-010,PRD-015,Electrical,29,-347.29,10071.41,2024-12-04,,5,,,,Pending
PO-11963,12-22-2025,SUP-011,PRD-018,Electrical,7,29.1,203.7,2026-01-01,2026-01-01,10,10,0,1,Delivered
PO-11965,2026-04-06,SUP-023,PRD-008,Concrete,79,22.07,1743.53,2026-04-22,,16,,,,Pending
PO-11968,2024-09-26,SUP-001,PRD-006,Structural,37,41.68,1542.16,2024-10-02,,6,,,,Pending
PO-11971,2026-01-06,SUP-020,PRD-037,Safety,28,56.14,1571.92,2026-01-12,2026-01-12,6,6,0,1,Delivered
PO-11973,2026-01-27,SUP-004,PRD-003,Structural,24,44.75,1074.0,2026-02-09,,13,,,,Cancelled
PO-11977,2025-08-11,SUP-005,PRD-009,Concrete,60,219.16,13149.6,2025-08-16,,5,,,,Pending
PO-11978,2024-11-08,,PRD-001,Structural,18,319.16,5744.88,2024-11-18,,10,,,,Cancelled
PO-11979,2025-03-21,SUP-009,PRD-015,Electrical,74,354.44,26228.56,2025-03-27,2025-03-27,6,6,0,1,Delivered
PO-11984,2024-04-01,SUP-001,PRD-005,Structural,55,54.45,2994.75,2024-04-06,2024-04-06,5,5,0,1,Delivered
PO-11988,2025-08-08,SUP-019,PRD-037,Safety,30,54.29,1628.7,2025-08-14,,6,,,,Pending
PO-11989,2026-01-22,SUP-016,PRD-024,Finishes,78,44.67,3484.26,2026-01-30,,8,,,,Cancelled
PO-11990,2024-08-21,SUP-015,PRD-021,Plumbing,11,58.99,648.89,2024-09-02,,12,,,,Cancelled
PO-11994,2025-11-14,SUP-022,PRD-007,Structural,13,323.84,4209.92,2025-11-29,2025-11-29,15,15,0,1,Delivered
PO-11998,2025-05-20,SUP-021,PRD-028,Safety,51,18.44,940.44,2025-06-04,,15,,,,Pending
PO-12002,03-10-2025,SUP-020,PRD-027,Safety,28,-194.17,5436.76,2025-03-16,2025-03-16,6,6,0,1,Delivered
PO-12004,2024-09-06,SUP-023,PRD-011,Concrete,30,36.63,1098.9,2024-09-23,,17,,,,Cancelled
PO-12008,2024-11-04,SUP-019,PRD-027,Safety,22,181.69,3997.18,2024-11-12,2024-11-13,8,9,1,0,Delivered
PO-12010,2025-01-27,SUP-023,PRD-013,Concrete,45,19.63,883.35,14/02/2025,2025-02-17,18,21,3,0,Delivered
PO-12012,2025-02-19,SUP-004,PRD-007,Structural,60,333.45,20007.0,2025-03-06,,15,,,,Pending
PO-12015,2026-03-23,SUP-017,PRD-024,Finishes,9,44.93,404.37,2026-04-07,,15,,,,Pending
PO-12019,2024-09-19,SUP-025,PRD-033,Safety,49,195.0,9555.0,2024-09-30,2024-09-29,11,10,0,1,Delivered
PO-12021,2024-08-28,SUP-016,PRD-023,Finishes,41,88.39,3623.99,09-03-2024,2024-09-03,6,6,0,1,Delivered
PO-12026,2026-04-02,SUP-013,PRD-019,Plumbing,41,37.26,1527.66,2026-04-09,2026-04-08,7,6,0,1,Delivered
PO-12029,2026-03-23,SUP-019,PRD-032,Safety,66,31.59,2084.94,2026-03-31,,8,,,,Pending
PO-12030,2024-09-03,SUP-008,PRD-008,Concrete,31,20.07,622.17,09-18-2024,,15,,,,Cancelled
PO-12035,2025-07-14,SUP-012,PRD-015,Electrical,57,326.4,18604.8,2025-08-01,2025-08-04,18,21,3,0,Delivered
PO-12037,2025-04-14,SUP-013,PRD-019,Plumbing,41,38.7,1586.7,2025-04-20,2025-04-21,6,7,1,0,Delivered
PO-12040,2024-05-08,SUP-024,PRD-016,Electrical,24,13.53,324.72,2024-05-26,2024-05-26,18,18,0,1,Delivered
PO-12041,2026-03-20,SUP-013,PRD-021,Plumbing,18,55.6,1000.8,2026-03-27,2026-03-27,7,7,0,1,Delivered
PO-12044,2026-01-09,SUP-019,PRD-026,Safety,73,31.38,2290.74,2026-01-19,2026-01-20,10,11,1,0,Delivered
PO-12048,2025-07-28,SUP-012,PRD-017,Electrical,61,66.46,4054.06,2025-08-18,2025-08-25,21,28,7,0,Delivered
PO-12051,2024-10-10,SUP-017,PRD-024,Finishes,16,45.28,724.48,2024-10-25,2024-10-27,15,17,2,0,Delivered
PO-12056,2025-10-13,SUP-003,PRD-007,Structural,29,333.04,9658.16,2025-10-21,2025-10-21,8,8,0,1,Delivered
PO-12059,2024-12-04,SUP-012,PRD-017,Electrical,35,67.73,2370.55,2024-12-24,2024-12-24,20,20,0,1,Delivered
PO-12062,2026-02-25,SUP-014,PRD-034,Plumbing,57,38.18,2176.26,07/03/2026,2026-03-08,10,11,1,0,Delivered
PO-12067,2025-06-05,,PRD-014,Electrical,20,201.81,4036.2,2025-06-16,,11,,,,Cancelled
PO-12071,2026-02-26,SUP-008,PRD-013,Concrete,29,19.74,572.46,2026-03-12,2026-03-11,14,13,0,1,Delivered
PO-12073,2026/03/20,SUP-016,PRD-025,Finishes,41,14.21,582.61,2026-03-27,,7,,,,Cancelled
PO-12078,2024-12-25,SUP-009,PRD-015,Electrical,24,346.36,8312.64,2025-01-02,2025-01-02,8,8,0,1,Delivered
PO-12081,08-21-2025,SUP-001,PRD-002,Structural,80,292.68,23414.4,2025-08-26,,5,,,,Pending
PO-12086,2025-11-06,SUP-021,PRD-033,Safety,60,192.72,11563.2,2025-11-17,2025-11-17,11,11,0,1,Delivered
PO-12090,2024-01-04,SUP-010,PRD-018,Electrical,35,28.04,981.4,11/01/2024,,7,,,,Cancelled
PO-12091,2024-01-17,SUP-024,PRD-035,Electrical,23,232.01,5336.23,2024-02-06,2024-02-09,20,23,3,0,Delivered
PO-12096,2024-12-27,SUP-025,PRD-028,Safety,68,17.83,1212.44,2025-01-09,2025-01-19,13,23,10,0,Delivered
PO-12099,2025-12-05,SUP-007,PRD-009,Concrete,57,204.01,11628.57,15/12/2025,,10,,,,Pending
PO-12103,2024-01-17,SUP-020,PRD-037,Safety,47,54.62,2567.14,2024-01-27,2024-01-27,10,10,0,1,Delivered
PO-12107,10-08-2025,SUP-019,PRD-030,Safety,4,66.6,266.4,2025-10-13,2025-10-16,5,8,3,0,Delivered
PO-12110,2026-01-22,SUP-001,PRD-038,Structural,28,48.35,1353.8,2026-01-29,2026-02-01,7,10,3,0,Delivered
PO-12114,07-11-2024,SUP-012,PRD-015,Electrical,24,379.07,9097.68,24-11-2024,2024-11-27,17,20,3,0,Delivered
PO-12119,16/05/2025,SUP-002,PRD-005,Structural,5,55.96,279.8,2025-05-21,2025-05-21,5,5,0,1,Delivered
PO-12122,2024-04-16,SUP-002,PRD-005,Structural,13,55.24,718.12,2024-04-23,,7,,,,Cancelled
